FECHA,HORA,CO,NO,NO2,NOX,O3,PM10,PM25
28/02/2022,5,0.22,1,13,14,14,-99,-99
28/02/2022,6,0.17,1,12,12,15,-99,-99
28/02/2022,7,0.28,3,23,26,6,-99,-99
28/02/2022,8,0.5,15,27,43,3,-99,-99
28/02/2022,9,0.72,32,28,60,6,-99,-99
28/02/2022,10,0.8,29,35,64,11,-99,-99
28/02/2022,11,0.9,22,43,65,20,-99,-99
28/02/2022,12,0.75,14,43,57,32,-99,-99
28/02/2022,13,0.38,7,28,35,45,-99,-99
28/02/2022,14,0.32,4,24,28,54,-99,-99
28/02/2022,15,0.12,1,10,12,61,-99,-99
28/02/2022,16,0.11,1,10,11,63,-99,-99
28/02/2022,17,0.1,1,10,12,60,-99,-99
28/02/2022,18,0.06,1,10,11,47,-99,-99
28/02/2022,19,0.11,1,16,18,36,-99,-99
28/02/2022,20,0.26,2,26,28,21,-99,-99
28/02/2022,21,0.25,1,27,28,18,-99,-99
28/02/2022,22,0.59,13,39,52,4,-99,-99
28/02/2022,23,0.62,13,39,52,1,-99,-99
28/02/2022,24,0.33,2,27,28,11,-99,-99
01/03/2022,1,0.17,1,15,15,23,22,9
01/03/2022,2,0.09,1,8,9,28,13,5
01/03/2022,3,0.06,0,7,7,28,12,5
01/03/2022,4,0.04,0,5,5,29,9,4
01/03/2022,5,0.02,0,6,6,28,8,3
01/03/2022,6,0.05,0,9,9,24,11,6
01/03/2022,7,0.24,3,25,28,9,12,3
01/03/2022,8,0.54,13,31,45,6,21,7
01/03/2022,9,0.61,21,31,51,11,29,11
01/03/2022,10,0.72,25,37,62,16,45,21
01/03/2022,11,0.59,12,33,44,30,46,23
01/03/2022,12,0.51,6,30,36,43,40,22
01/03/2022,13,0.35,4,23,27,55,33,17
01/03/2022,14,0.38,3,26,29,69,42,23
01/03/2022,15,0.19,1,13,14,67,33,15
01/03/2022,16,0.25,1,15,16,76,43,19
01/03/2022,17,0.2,1,12,13,68,50,14
01/03/2022,18,0.18,1,13,14,57,55,10
01/03/2022,19,0.24,2,23,25,37,49,11
01/03/2022,20,0.37,1,33,34,23,55,12
01/03/2022,21,0.42,3,36,39,14,56,10
01/03/2022,22,0.66,12,49,61,1,51,15
01/03/2022,23,0.51,4,41,45,5,46,17
01/03/2022,24,0.18,1,28,29,12,29,10
02/03/2022,1,0.06,1,16,17,24,25,10
02/03/2022,2,0.02,1,11,12,31,26,12
02/03/2022,3,0.02,0,9,10,32,23,12
02/03/2022,4,0.02,0,9,9,31,21,12
02/03/2022,5,0.02,1,10,11,30,19,10
02/03/2022,6,0.11,1,17,18,22,21,13
02/03/2022,7,0.18,2,25,28,16,23,11
02/03/2022,8,0.35,7,33,40,12,38,17
02/03/2022,9,0.48,15,33,48,16,42,20
02/03/2022,10,0.58,21,40,61,19,52,24
02/03/2022,11,0.43,8,32,41,39,48,24
02/03/2022,12,0.31,4,26,30,55,46,25
02/03/2022,13,0.17,3,20,23,55,28,16
02/03/2022,14,0.13,2,17,20,63,23,11
02/03/2022,15,0.13,2,17,19,76,31,19
02/03/2022,16,0.24,1,21,22,98,49,31
02/03/2022,17,0.21,1,19,19,106,48,29
02/03/2022,18,0.17,1,17,17,96,49,24
02/03/2022,19,0.27,1,21,21,77,60,24
02/03/2022,20,0.61,1,40,41,51,61,22
02/03/2022,21,0.44,1,34,36,29,54,16
02/03/2022,22,0.28,1,24,26,27,40,15
02/03/2022,23,0.27,1,26,28,16,43,17
02/03/2022,24,0.36,2,32,33,12,34,15
03/03/2022,1,0.18,1,14,15,25,36,20
03/03/2022,2,0.15,1,13,13,24,28,16
03/03/2022,3,0.09,1,10,10,25,26,14
03/03/2022,4,0.07,0,9,9,26,27,15
03/03/2022,5,0.07,1,10,11,25,31,19
03/03/2022,6,0.16,2,20,23,13,32,20
03/03/2022,7,0.46,20,34,54,1,41,23
03/03/2022,8,0.93,55,41,97,2,63,29
03/03/2022,9,0.96,59,45,104,5,64,30
03/03/2022,10,0.64,19,38,57,20,63,32
03/03/2022,11,0.67,9,39,48,37,70,38
03/03/2022,12,0.79,7,52,60,55,83,48
03/03/2022,13,-99,-99,-99,-99,-99,-99,-99
03/03/2022,14,0.41,2,27,29,93,57,34
03/03/2022,15,0.35,1,22,23,102,62,38
03/03/2022,16,0.2,0,14,14,91,54,30
03/03/2022,17,0.1,1,7,8,69,44,17
03/03/2022,18,0.18,1,9,10,64,55,18
03/03/2022,19,0.19,0,11,11,51,46,18
03/03/2022,20,0.2,1,14,15,40,28,10
03/03/2022,21,0.23,1,18,19,33,43,13
03/03/2022,22,0.18,1,17,18,31,48,17
03/03/2022,23,0.27,1,23,24,19,45,18
03/03/2022,24,0.2,1,17,18,22,30,12
04/03/2022,1,-99,-99,-99,-99,-99,20,9
04/03/2022,2,-99,-99,-99,-99,-99,17,10
04/03/2022,3,-99,-99,-99,-99,-99,17,10
04/03/2022,4,0.1,1,8,9,24,14,7
04/03/2022,5,0.1,1,7,8,24,12,6
04/03/2022,6,0.13,1,10,11,19,19,11
04/03/2022,7,0.31,4,24,28,6,22,9
04/03/2022,8,0.53,14,30,45,5,31,10
04/03/2022,9,1.08,59,44,103,4,51,24
04/03/2022,10,1.01,40,54,94,12,66,35
04/03/2022,11,0.68,13,40,53,33,62,35
04/03/2022,12,0.52,5,29,34,52,60,36
04/03/2022,13,0.43,2,22,24,66,41,23
04/03/2022,14,0.39,2,21,22,77,40,24
04/03/2022,15,0.29,1,13,14,75,38,21
04/03/2022,16,0.21,1,8,9,68,45,22
04/03/2022,17,0.15,0,6,6,52,37,13
04/03/2022,18,0.13,1,7,8,46,34,11
04/03/2022,19,0.24,1,10,11,48,33,10
04/03/2022,20,0.26,1,12,13,41,30,12
04/03/2022,21,0.22,1,13,14,31,13,2
04/03/2022,22,0.32,2,23,24,20,28,15
04/03/2022,23,0.46,3,31,33,8,25,11
04/03/2022,24,0.5,3,32,36,6,23,13
05/03/2022,1,0.36,1,19,20,19,19,10
05/03/2022,2,0.25,1,12,12,23,20,12
05/03/2022,3,0.26,1,15,16,17,19,12
05/03/2022,4,0.3,1,13,14,17,18,11
05/03/2022,5,0.3,1,12,13,17,17,10
05/03/2022,6,0.17,1,11,11,17,16,10
05/03/2022,7,0.24,1,19,20,10,26,20
05/03/2022,8,0.66,32,28,60,3,35,20
05/03/2022,9,0.63,24,33,57,10,33,17
05/03/2022,10,0.5,12,31,43,24,37,21
05/03/2022,11,0.4,5,22,27,39,36,20
05/03/2022,12,0.49,3,24,27,57,52,30
05/03/2022,13,0.28,1,13,14,62,44,22
05/03/2022,14,0.14,1,7,7,55,23,9
05/03/2022,15,0.15,1,7,8,51,32,13
05/03/2022,16,0.14,1,6,7,52,20,7
05/03/2022,17,0.12,0,6,6,45,35,17
05/03/2022,18,0.11,1,6,7,43,18,6
05/03/2022,19,0.16,1,7,7,38,25,13
05/03/2022,20,0.26,1,13,14,35,35,20
05/03/2022,21,0.32,1,18,18,35,27,16
05/03/2022,22,0.34,1,16,16,26,22,11
05/03/2022,23,0.36,1,20,21,19,24,15
05/03/2022,24,0.35,1,19,20,20,25,16
06/03/2022,1,0.34,1,13,13,26,22,13
06/03/2022,2,0.27,0,9,9,30,23,14
06/03/2022,3,0.26,1,12,13,25,24,15
06/03/2022,4,0.39,1,23,24,13,30,19
06/03/2022,5,0.52,3,25,29,6,28,20
06/03/2022,6,0.59,10,30,39,2,24,16
06/03/2022,7,0.74,16,29,45,1,28,18
06/03/2022,8,0.92,33,30,63,2,30,18
06/03/2022,9,0.6,13,29,42,13,32,20
06/03/2022,10,0.57,7,27,34,30,43,27
06/03/2022,11,0.4,3,20,23,50,47,30
06/03/2022,12,0.22,1,11,13,54,28,17
06/03/2022,13,0.23,1,10,11,66,33,20
06/03/2022,14,0.22,0,9,9,75,38,20
06/03/2022,15,0.23,0,8,9,80,45,27
06/03/2022,16,0.23,0,8,8,75,37,18
06/03/2022,17,0.25,1,8,8,66,39,23
06/03/2022,18,0.25,0,8,8,59,45,26
06/03/2022,19,0.27,0,9,9,49,30,15
06/03/2022,20,0.35,0,14,14,46,35,20
06/03/2022,21,0.32,1,14,15,45,32,18
06/03/2022,22,0.36,1,18,18,36,34,21
06/03/2022,23,0.38,1,20,20,29,25,13
06/03/2022,24,0.33,1,19,19,26,29,18
07/03/2022,1,0.3,0,13,13,29,23,13
07/03/2022,2,0.26,1,10,11,29,29,18
07/03/2022,3,0.3,1,12,13,23,24,15
07/03/2022,4,0.3,0,7,7,28,20,12
07/03/2022,5,0.21,0,6,7,28,20,10
07/03/2022,6,0.27,1,17,18,17,24,15
07/03/2022,7,0.39,3,30,33,6,32,20
07/03/2022,8,0.73,29,34,64,2,44,23
07/03/2022,9,0.93,39,38,77,5,43,20
07/03/2022,10,0.75,18,37,55,17,46,23
07/03/2022,11,0.47,6,24,30,34,39,20
07/03/2022,12,0.39,4,20,24,45,39,22
07/03/2022,13,0.29,2,14,16,60,32,18
07/03/2022,14,0.34,1,15,17,73,32,17
07/03/2022,15,0.47,1,20,21,96,64,39
07/03/2022,16,0.37,1,13,13,93,60,36
07/03/2022,17,0.34,1,12,13,81,50,24
07/03/2022,18,0.37,0,13,14,82,60,33
07/03/2022,19,0.31,1,16,17,56,48,17
07/03/2022,20,0.36,1,18,19,52,59,17
07/03/2022,21,0.26,1,14,15,45,31,11
07/03/2022,22,0.26,1,16,16,40,26,13
07/03/2022,23,0.31,1,19,20,32,38,20
07/03/2022,24,0.32,1,21,21,26,36,18
08/03/2022,1,0.3,1,16,17,28,37,21
08/03/2022,2,0.27,1,13,13,28,35,23
08/03/2022,3,0.28,1,14,15,24,36,24
08/03/2022,4,0.37,1,21,22,12,36,25
08/03/2022,5,0.32,1,14,15,16,28,19
08/03/2022,6,0.35,2,22,25,7,30,19
08/03/2022,7,0.7,19,29,48,2,33,19
08/03/2022,8,0.84,30,34,63,2,48,22
08/03/2022,9,0.74,25,36,60,11,48,28
08/03/2022,10,0.63,12,28,40,22,44,21
08/03/2022,11,0.32,4,13,17,33,29,11
08/03/2022,12,0.21,1,8,9,42,24,10
08/03/2022,13,0.15,1,4,5,40,55,13
08/03/2022,14,0.14,1,4,5,42,50,17
08/03/2022,15,0.15,1,5,5,43,46,12
08/03/2022,16,0.16,1,4,5,43,39,9
08/03/2022,17,0.17,1,4,5,41,42,11
08/03/2022,18,0.18,1,4,5,38,43,13
08/03/2022,19,0.19,1,6,7,34,19,3
08/03/2022,20,0.12,1,7,8,31,22,5
08/03/2022,21,0.15,1,11,12,24,12,2
08/03/2022,22,0.17,1,10,11,25,11,4
08/03/2022,23,0.15,1,10,11,24,21,12
08/03/2022,24,0.07,0,5,5,27,11,5
09/03/2022,1,0.09,0,6,6,24,11,5
09/03/2022,2,0.31,1,20,21,9,16,8
09/03/2022,3,0.23,1,17,18,12,12,6
09/03/2022,4,0.27,1,16,17,10,13,7
09/03/2022,5,0.31,5,24,29,2,19,12
09/03/2022,6,0.28,6,24,30,3,17,9
09/03/2022,7,0.5,24,28,51,1,21,10
09/03/2022,8,1.01,60,29,89,2,33,12
09/03/2022,9,0.99,54,36,90,5,36,14
09/03/2022,10,0.46,14,26,40,21,24,10
09/03/2022,11,0.22,4,13,17,34,16,6
09/03/2022,12,0.16,3,11,14,40,10,1
09/03/2022,13,0.18,2,11,13,49,11,1
09/03/2022,14,0.12,1,7,8,52,25,8
09/03/2022,15,0.09,2,5,6,38,36,6
09/03/2022,16,0.09,1,3,4,40,48,12
09/03/2022,17,0.12,1,4,5,40,46,11
09/03/2022,18,0.14,1,5,6,40,33,8
09/03/2022,19,0.15,1,7,7,39,38,18
09/03/2022,20,0.16,1,8,9,33,26,12
09/03/2022,21,0.12,0,8,9,29,16,4
09/03/2022,22,0.11,1,8,8,26,13,4
09/03/2022,23,0.07,0,7,7,25,19,9
09/03/2022,24,0.04,0,6,6,25,15,6
10/03/2022,1,-99,-99,-99,-99,-99,31,14
10/03/2022,2,-99,-99,-99,-99,-99,18,5
10/03/2022,3,-99,-99,-99,-99,-99,24,11
10/03/2022,4,0.14,2,24,26,6,21,8
10/03/2022,5,0.14,2,23,25,6,21,9
10/03/2022,6,0.17,3,23,27,4,24,11
10/03/2022,7,0.41,14,27,42,1,30,14
10/03/2022,8,0.65,32,28,60,3,33,11
10/03/2022,9,0.76,39,35,75,6,36,16
10/03/2022,10,0.59,21,36,57,18,39,17
10/03/2022,11,0.37,9,25,34,31,30,11
10/03/2022,12,0.25,4,19,23,44,35,13
10/03/2022,13,0.16,2,13,15,56,29,12
10/03/2022,14,0.15,1,12,13,65,35,12
10/03/2022,15,0.09,1,8,9,53,34,6
10/03/2022,16,0.06,1,5,7,42,39,7
10/03/2022,17,0.04,1,4,5,40,43,10
10/03/2022,18,0.05,1,4,5,40,42,12
10/03/2022,19,0.1,1,7,8,39,36,12
10/03/2022,20,0.09,1,7,7,36,23,6
10/03/2022,21,0.2,1,15,16,25,27,12
10/03/2022,22,0.2,1,19,20,17,26,13
10/03/2022,23,0.14,1,18,19,17,13,5
10/03/2022,24,0.23,3,24,26,9,27,16
11/03/2022,1,0.4,5,30,34,6,25,13
11/03/2022,2,0.23,3,24,26,10,17,8
11/03/2022,3,0.06,1,12,13,19,14,8
11/03/2022,4,0,1,10,10,18,9,5
11/03/2022,5,0.03,1,17,18,11,7,2
11/03/2022,6,0.06,1,12,12,15,10,5
11/03/2022,7,0.22,5,22,26,7,12,5
11/03/2022,8,0.84,50,31,81,3,31,11
11/03/2022,9,0.47,20,24,44,13,21,9
11/03/2022,10,0.33,12,22,34,22,19,9
11/03/2022,11,0.26,6,19,25,34,24,10
11/03/2022,12,0.2,3,16,19,46,32,13
11/03/2022,13,0.07,2,10,12,49,35,9
11/03/2022,14,0.05,2,9,11,53,55,9
11/03/2022,15,0.06,1,10,11,61,47,14
11/03/2022,16,0.08,1,8,9,56,48,15
11/03/2022,17,0.03,1,7,9,41,55,10
11/03/2022,18,0.04,2,8,9,36,44,7
11/03/2022,19,0.03,2,11,12,28,32,7
11/03/2022,20,0.06,1,12,13,25,27,9
11/03/2022,21,0.38,4,33,37,8,35,16
11/03/2022,22,0.62,15,34,49,5,37,16
11/03/2022,23,0.28,1,21,22,14,33,15
11/03/2022,24,0.33,1,22,23,13,24,9
12/03/2022,1,0.27,1,19,20,14,31,16
12/03/2022,2,0.34,2,27,29,5,28,13
12/03/2022,3,0.32,4,27,31,6,37,18
12/03/2022,4,0.17,1,19,20,19,39,17
12/03/2022,5,0.06,1,11,11,26,33,15
12/03/2022,6,0.04,1,9,10,30,27,13
12/03/2022,7,0.07,1,14,15,27,26,14
12/03/2022,8,0.15,2,19,21,22,33,19
12/03/2022,9,0.16,3,13,16,30,37,24
12/03/2022,10,0.19,3,14,17,35,42,26
12/03/2022,11,0.22,4,18,22,39,45,27
12/03/2022,12,0.22,3,17,20,51,50,29
12/03/2022,13,0.27,2,18,20,69,57,33
12/03/2022,14,0.34,1,17,18,92,68,40
12/03/2022,15,0.28,0,13,13,100,63,31
12/03/2022,16,0.15,1,7,8,71,81,30
12/03/2022,17,0.17,0,7,7,69,85,30
12/03/2022,18,0.15,1,6,7,68,61,24
12/03/2022,19,0.34,1,20,20,47,121,28
12/03/2022,20,0.39,1,23,24,28,94,16
12/03/2022,21,0.4,1,24,25,18,71,20
12/03/2022,22,0.36,1,23,24,16,48,13
12/03/2022,23,0.31,1,23,24,15,42,15
12/03/2022,24,0.3,1,24,25,12,38,13
13/03/2022,1,0.38,1,27,28,9,45,18
13/03/2022,2,0.47,1,31,33,4,45,14
13/03/2022,3,0.49,1,32,34,3,43,13
13/03/2022,4,0.49,1,32,33,3,45,16
13/03/2022,5,0.47,2,33,35,2,41,13
13/03/2022,6,0.52,4,33,37,1,44,16
13/03/2022,7,0.56,9,31,40,1,45,17
13/03/2022,8,0.66,18,29,47,3,48,16
13/03/2022,9,0.75,22,32,54,10,58,21
13/03/2022,10,0.69,12,33,45,24,66,31
13/03/2022,11,0.52,6,27,33,41,58,30
13/03/2022,12,0.39,3,23,26,55,49,26
13/03/2022,13,0.31,1,15,16,76,49,26
13/03/2022,14,0.3,1,13,14,96,55,28
13/03/2022,15,0.26,0,10,11,95,50,24
13/03/2022,16,0.22,0,9,9,84,58,25
13/03/2022,17,0.24,1,7,8,60,51,23
13/03/2022,18,0.2,1,7,7,54,35,14
13/03/2022,19,0.21,0,7,7,49,39,17
13/03/2022,20,0.18,0,7,8,45,46,23
13/03/2022,21,0.19,1,9,9,41,25,11
13/03/2022,22,0.23,1,11,12,36,31,18
13/03/2022,23,0.44,1,24,25,24,32,16
13/03/2022,24,0.52,1,25,26,17,29,16
14/03/2022,1,0.44,1,16,17,23,26,14
14/03/2022,2,0.26,1,10,11,28,29,16
14/03/2022,3,0.23,1,8,9,28,29,18
14/03/2022,4,0.19,0,10,11,25,26,15
14/03/2022,5,0.21,1,15,15,17,25,16
14/03/2022,6,0.24,1,18,19,13,27,17
14/03/2022,7,0.38,6,27,33,5,33,19
14/03/2022,8,1.12,59,35,94,2,50,24
14/03/2022,9,0.66,16,31,47,14,41,19
14/03/2022,10,0.55,10,29,39,27,44,23
14/03/2022,11,0.48,5,23,28,44,44,22
14/03/2022,12,0.34,1,14,15,63,48,23
14/03/2022,13,0.43,1,16,17,87,50,24
14/03/2022,14,0.44,1,15,16,102,65,36
14/03/2022,15,0.37,1,13,14,77,62,27
14/03/2022,16,0.28,1,11,12,57,37,12
14/03/2022,17,0.32,1,13,14,53,61,25
14/03/2022,18,0.43,2,21,23,42,58,30
14/03/2022,19,0.34,1,17,18,48,50,26
14/03/2022,20,0.29,1,13,14,50,40,19
14/03/2022,21,0.65,1,38,39,26,43,20
14/03/2022,22,0.48,1,31,32,32,56,25
14/03/2022,23,0.36,1,21,22,36,41,23
14/03/2022,24,0.47,1,24,26,23,36,19
15/03/2022,1,0.39,1,16,17,26,32,20
15/03/2022,2,0.27,1,13,14,26,26,17
15/03/2022,3,0.29,1,17,18,19,29,19
15/03/2022,4,0.24,1,16,17,16,26,16
15/03/2022,5,0.23,1,13,14,18,28,17
15/03/2022,6,0.28,1,14,15,18,25,16
15/03/2022,7,0.5,8,31,39,5,31,17
15/03/2022,8,0.67,11,34,45,8,35,17
15/03/2022,9,0.74,18,38,56,14,52,32
15/03/2022,10,0.81,13,44,57,27,64,40
15/03/2022,11,0.76,6,43,49,48,69,43
15/03/2022,12,0.52,4,34,39,56,74,45
15/03/2022,13,0.42,3,24,27,66,56,34
15/03/2022,14,0.39,1,19,20,89,60,40
15/03/2022,15,0.39,0,18,19,96,66,41
15/03/2022,16,-99,-99,-99,-99,-99,-99,-99
15/03/2022,17,0.15,2,17,19,23,37,25
15/03/2022,18,0.31,4,25,29,11,30,20
15/03/2022,19,0.18,3,25,28,15,16,10
15/03/2022,20,0.17,1,19,20,26,19,12
15/03/2022,21,0.38,3,31,34,11,27,18
15/03/2022,22,0.46,9,33,42,4,24,16
15/03/2022,23,0.06,1,17,18,19,38,20
15/03/2022,24,0.13,1,20,21,18,43,22
16/03/2022,1,-99,-99,-99,-99,-99,30,17
16/03/2022,2,-99,-99,-99,-99,-99,24,16
16/03/2022,3,-99,-99,-99,-99,-99,20,13
16/03/2022,4,0.33,2,11,13,8,24,18
16/03/2022,5,0.16,1,8,10,11,29,18
16/03/2022,6,0.22,1,11,12,9,25,18
16/03/2022,7,0.3,11,18,29,2,21,13
16/03/2022,8,0.83,55,24,79,1,34,18
16/03/2022,9,0.32,16,23,39,13,41,26
16/03/2022,10,0.39,8,22,30,26,42,26
16/03/2022,11,0.51,5,24,30,42,47,32
16/03/2022,12,0.29,3,18,21,55,44,30
16/03/2022,13,0.27,1,13,15,66,38,24
16/03/2022,14,0.3,1,21,23,78,64,36
16/03/2022,15,0.32,1,19,20,75,44,27
16/03/2022,16,0.32,1,14,15,88,49,27
16/03/2022,17,0.2,1,10,11,61,58,30
16/03/2022,18,0.33,1,20,21,51,46,32
16/03/2022,19,0.39,2,27,28,32,31,18
16/03/2022,20,0.46,2,32,34,24,30,19
16/03/2022,21,0.78,3,49,52,10,37,22
16/03/2022,22,0.98,7,54,61,4,43,28
16/03/2022,23,0.94,9,52,61,2,43,29
16/03/2022,24,1.01,17,53,71,1,38,25
17/03/2022,1,0.96,17,51,68,0,37,24
17/03/2022,2,1.03,27,46,73,0,40,25
17/03/2022,3,0.92,23,41,65,0,36,25
17/03/2022,4,0.57,9,32,42,1,30,22
17/03/2022,5,0.44,8,28,35,1,28,21
17/03/2022,6,0.41,5,27,31,2,27,19
17/03/2022,7,0.47,11,29,41,1,30,21
17/03/2022,8,0.83,40,33,74,2,38,24
17/03/2022,9,0.61,20,36,56,15,44,31
17/03/2022,10,0.53,11,31,42,27,43,30
17/03/2022,11,0.13,2,11,13,44,32,20
17/03/2022,12,0.14,1,10,12,55,28,18
17/03/2022,13,0.11,1,9,10,60,20,13
17/03/2022,14,0.07,1,8,9,59,28,20
17/03/2022,15,0.09,1,8,9,64,25,16
17/03/2022,16,0.01,1,6,6,42,26,10
17/03/2022,17,0.08,1,9,10,31,37,17
17/03/2022,18,0.31,4,14,18,19,20,7
17/03/2022,19,0.46,5,23,28,13,22,11
17/03/2022,20,0.82,21,30,51,3,32,15
17/03/2022,21,0.33,6,25,31,10,30,17
17/03/2022,22,0.23,3,25,28,9,22,10
17/03/2022,23,0.61,14,33,47,2,31,16
17/03/2022,24,0.83,24,32,55,2,29,16
18/03/2022,1,-99,5,24,29,6,19,12
18/03/2022,2,-99,4,25,29,4,24,16
18/03/2022,3,-99,3,21,23,6,19,12
18/03/2022,4,-99,1,8,9,19,16,9
18/03/2022,5,-99,6,14,20,11,18,11
18/03/2022,6,-99,11,23,34,4,22,13
18/03/2022,7,-99,9,23,32,4,19,12
18/03/2022,8,-99,23,26,49,3,23,14
18/03/2022,9,-99,24,28,52,8,30,18
18/03/2022,10,-99,21,32,54,17,32,19
18/03/2022,11,-99,6,18,23,34,28,17
18/03/2022,12,-99,2,11,14,44,24,14
18/03/2022,13,-99,2,16,18,63,36,21
18/03/2022,14,-99,1,10,10,69,30,16
18/03/2022,15,-99,1,8,9,62,39,23
18/03/2022,16,-99,1,7,8,55,36,23
18/03/2022,17,-99,1,9,10,53,26,14
18/03/2022,18,-99,1,10,11,52,21,8
18/03/2022,19,-99,0,6,6,49,21,8
18/03/2022,20,-99,1,11,11,42,29,16
18/03/2022,21,-99,1,14,15,34,28,19
18/03/2022,22,-99,1,23,24,21,25,11
18/03/2022,23,-99,1,25,26,17,47,26
18/03/2022,24,-99,7,35,42,2,27,16
19/03/2022,1,-99,15,33,48,1,29,16
19/03/2022,2,-99,8,31,38,3,34,20
19/03/2022,3,-99,1,22,23,8,39,27
19/03/2022,4,-99,1,14,15,14,30,22
19/03/2022,5,-99,1,11,12,15,22,16
19/03/2022,6,-99,1,12,12,14,18,13
19/03/2022,7,-99,1,15,16,12,19,13
19/03/2022,8,-99,21,26,46,4,30,19
19/03/2022,9,-99,27,31,57,11,47,30
19/03/2022,10,-99,11,29,40,25,51,33
19/03/2022,11,-99,9,41,50,40,68,48
19/03/2022,12,-99,4,32,36,59,72,46
19/03/2022,13,-99,1,14,15,66,51,31
19/03/2022,14,-99,1,5,6,51,32,14
19/03/2022,15,-99,1,5,6,50,28,10
19/03/2022,16,-99,1,5,5,50,39,18
19/03/2022,17,-99,1,6,7,47,42,13
19/03/2022,18,-99,0,6,7,44,42,10
19/03/2022,19,-99,0,6,6,43,36,19
19/03/2022,20,-99,1,10,11,37,52,17
19/03/2022,21,-99,1,16,17,26,39,13
19/03/2022,22,-99,1,17,18,23,35,17
19/03/2022,23,-99,1,18,19,18,38,20
19/03/2022,24,-99,1,13,14,21,29,15
20/03/2022,1,-99,1,13,14,20,25,14
20/03/2022,2,-99,1,15,16,16,27,17
20/03/2022,3,-99,1,18,19,10,27,17
20/03/2022,4,-99,2,20,22,6,28,19
20/03/2022,5,-99,2,23,25,3,28,19
20/03/2022,6,-99,2,18,20,6,24,17
20/03/2022,7,-99,2,16,17,7,24,17
20/03/2022,8,-99,13,21,33,5,28,19
20/03/2022,9,-99,10,20,30,15,37,25
20/03/2022,10,-99,7,20,27,27,40,29
20/03/2022,11,-99,4,20,24,41,44,31
20/03/2022,12,-99,2,14,15,56,33,23
20/03/2022,13,-99,1,10,11,63,29,20
20/03/2022,14,-99,1,7,7,68,26,16
20/03/2022,15,-99,0,7,7,74,34,18
20/03/2022,16,-99,1,6,6,64,45,26
20/03/2022,17,-99,1,4,5,50,35,21
20/03/2022,18,-99,1,5,5,48,19,9
20/03/2022,19,-99,1,5,5,51,34,23
20/03/2022,20,-99,0,8,8,40,36,24
20/03/2022,21,-99,0,8,8,36,15,8
20/03/2022,22,-99,1,11,12,32,20,13
20/03/2022,23,-99,1,26,27,17,21,13
20/03/2022,24,-99,1,27,28,13,24,16
21/03/2022,1,-99,1,17,18,20,21,14
21/03/2022,2,-99,1,8,9,28,19,11
21/03/2022,3,-99,1,11,12,21,16,11
21/03/2022,4,-99,1,15,16,15,18,12
21/03/2022,5,-99,1,17,18,13,17,11
21/03/2022,6,-99,1,18,19,10,18,13
21/03/2022,7,-99,14,27,41,3,19,10
21/03/2022,8,-99,5,20,24,12,22,13
21/03/2022,9,-99,11,23,34,16,27,17
21/03/2022,10,-99,6,18,23,27,25,15
21/03/2022,11,-99,3,12,14,40,22,13
21/03/2022,12,-99,1,8,9,48,25,17
21/03/2022,13,-99,1,5,6,56,19,12
21/03/2022,14,-99,1,6,6,65,37,24
21/03/2022,15,-99,1,6,7,67,41,22
21/03/2022,16,-99,0,5,5,59,32,14
21/03/2022,17,-99,1,4,4,46,49,19
21/03/2022,18,-99,0,4,4,45,36,14
21/03/2022,19,-99,1,4,5,43,37,21
21/03/2022,20,-99,0,6,7,36,31,20
21/03/2022,21,-99,1,11,12,26,32,18
21/03/2022,22,-99,1,16,17,20,16,8
21/03/2022,23,-99,1,20,22,15,23,14
21/03/2022,24,-99,1,9,10,26,17,8
22/03/2022,1,-99,1,12,12,23,15,9
22/03/2022,2,-99,1,9,10,26,14,7
22/03/2022,3,-99,0,4,5,31,16,9
22/03/2022,4,-99,1,9,9,23,14,8
22/03/2022,5,-99,1,14,14,17,16,10
22/03/2022,6,-99,1,14,15,16,19,13
22/03/2022,7,-99,9,29,37,4,17,9
22/03/2022,8,-99,41,32,73,3,-99,-99
22/03/2022,9,-99,16,24,40,13,-99,-99
22/03/2022,10,-99,4,12,16,30,-99,-99
22/03/2022,11,-99,2,8,10,37,-99,-99
22/03/2022,12,-99,2,8,9,45,17,7
22/03/2022,13,-99,1,8,9,54,38,15
22/03/2022,14,-99,1,9,10,62,41,10
22/03/2022,15,-99,1,8,9,67,41,17
22/03/2022,16,-99,1,8,8,71,50,26
22/03/2022,17,-99,0,8,8,60,40,18
22/03/2022,18,-99,1,9,10,43,37,13
22/03/2022,19,-99,1,12,13,36,28,10
22/03/2022,20,-99,1,12,14,30,26,7
22/03/2022,21,-99,1,14,16,27,30,12
22/03/2022,22,-99,4,28,32,12,25,10
22/03/2022,23,-99,2,24,26,14,21,9
22/03/2022,24,-99,1,16,17,22,21,9
23/03/2022,1,-99,1,12,13,23,20,11
23/03/2022,2,-99,1,12,12,24,16,7
23/03/2022,3,-99,1,7,7,28,15,6
23/03/2022,4,-99,1,8,8,26,15,7
23/03/2022,5,-99,0,7,7,28,19,11
23/03/2022,6,-99,1,12,13,20,16,8
23/03/2022,7,-99,9,27,36,7,24,14
23/03/2022,8,-99,28,33,61,4,39,20
23/03/2022,9,-99,55,47,102,6,42,19
23/03/2022,10,-99,-99,-99,-99,-99,-99,-99
23/03/2022,11,-99,13,54,67,38,57,35
23/03/2022,12,-99,5,30,35,54,40,23
