FECHA,HORA,CO,NO,NO2,NOX,O3,PM10,PM25
23/03/2022,13,-99,2,14,16,54,32,13
23/03/2022,14,-99,1,5,7,43,30,11
23/03/2022,15,-99,1,5,6,46,47,10
23/03/2022,16,-99,1,4,6,43,66,11
23/03/2022,17,-99,1,4,5,40,40,6
23/03/2022,18,-99,1,5,6,40,37,13
23/03/2022,19,-99,1,6,7,36,19,6
23/03/2022,20,-99,1,8,9,32,21,9
23/03/2022,21,-99,1,9,10,29,16,6
23/03/2022,22,-99,1,7,7,30,15,7
23/03/2022,23,-99,1,8,8,29,15,8
23/03/2022,24,-99,1,7,8,29,9,5
24/03/2022,1,-99,0,3,3,31,8,4
24/03/2022,2,-99,0,3,3,32,14,10
24/03/2022,3,-99,1,16,17,15,7,3
24/03/2022,4,-99,1,23,24,8,17,10
24/03/2022,5,-99,2,24,26,7,17,11
24/03/2022,6,-99,1,12,12,20,11,6
24/03/2022,7,-99,1,16,17,17,10,4
24/03/2022,8,-99,32,31,63,6,27,11
24/03/2022,9,-99,36,37,74,9,36,19
24/03/2022,10,-99,-99,-99,-99,-99,48,27
24/03/2022,11,-99,23,54,77,28,66,36
24/03/2022,12,-99,5,25,30,49,41,24
24/03/2022,13,-99,2,16,18,64,37,21
24/03/2022,14,-99,1,15,16,81,39,23
24/03/2022,15,-99,1,13,14,92,37,20
24/03/2022,16,-99,1,11,12,84,37,18
24/03/2022,17,-99,1,14,15,85,45,23
24/03/2022,18,-99,1,24,25,75,81,33
24/03/2022,19,-99,1,25,26,50,66,25
24/03/2022,20,-99,1,28,30,31,55,12
24/03/2022,21,-99,2,30,32,23,44,9
24/03/2022,22,-99,1,25,26,23,50,16
24/03/2022,23,-99,1,19,20,27,36,10
24/03/2022,24,-99,1,18,19,25,37,14
25/03/2022,1,-99,1,17,18,26,33,13
25/03/2022,2,-99,1,13,14,26,31,12
25/03/2022,3,-99,1,18,19,20,31,13
25/03/2022,4,-99,1,17,18,18,31,15
25/03/2022,5,-99,1,13,13,20,24,11
25/03/2022,6,-99,1,14,15,18,26,13
25/03/2022,7,-99,3,28,31,7,28,13
25/03/2022,8,-99,22,34,56,5,38,18
25/03/2022,9,-99,23,34,57,11,43,20
25/03/2022,10,-99,20,38,58,19,48,22
25/03/2022,11,-99,8,44,51,37,-99,-99
25/03/2022,12,-99,-99,-99,-99,-99,-99,-99
25/03/2022,13,-99,-99,-99,-99,-99,-99,-99
25/03/2022,14,-99,-99,-99,-99,-99,-99,-99
25/03/2022,15,-99,1,17,19,85,-99,-99
25/03/2022,16,-99,1,18,19,101,58,34
25/03/2022,17,-99,1,20,20,110,61,35
25/03/2022,18,-99,1,23,24,103,59,32
25/03/2022,19,-99,1,24,26,61,83,24
25/03/2022,20,-99,1,21,22,35,80,17
25/03/2022,21,-99,1,24,26,29,44,11
25/03/2022,22,-99,1,20,21,31,34,6
25/03/2022,23,-99,1,20,21,28,38,13
25/03/2022,24,-99,1,25,26,21,35,10
26/03/2022,1,0.3,1,24,26,18,36,14
26/03/2022,2,0.25,1,19,20,21,32,13
26/03/2022,3,0.18,1,14,15,26,32,12
26/03/2022,4,0.1,1,11,12,27,28,10
26/03/2022,5,0.13,1,16,17,22,25,11
26/03/2022,6,0.19,1,17,18,18,24,10
26/03/2022,7,0.33,5,28,33,10,36,17
26/03/2022,8,0.67,29,39,67,4,61,33
26/03/2022,9,0.7,30,40,70,11,63,32
26/03/2022,10,0.56,15,37,53,24,64,34
26/03/2022,11,0.42,8,31,39,39,53,28
26/03/2022,12,0.25,4,22,26,54,46,23
26/03/2022,13,0.13,2,13,15,66,39,17
26/03/2022,14,0.18,2,17,19,76,45,22
26/03/2022,15,0.21,1,16,17,88,51,26
26/03/2022,16,0.11,1,11,12,85,41,19
26/03/2022,17,0.07,1,10,11,82,40,17
26/03/2022,18,0.09,1,12,13,71,43,18
26/03/2022,19,0.09,1,16,17,57,46,17
26/03/2022,20,0.08,1,14,15,41,53,13
26/03/2022,21,0.11,1,16,16,33,40,11
26/03/2022,22,0.28,2,29,31,19,43,13
26/03/2022,23,0.32,2,30,31,16,37,14
26/03/2022,24,0.22,1,18,19,24,26,8
27/03/2022,1,0.14,1,14,15,27,23,9
27/03/2022,2,0.07,1,9,10,31,15,5
27/03/2022,3,0.05,1,8,9,31,15,6
27/03/2022,4,0.06,0,8,8,30,14,6
27/03/2022,5,0.07,1,13,14,22,15,8
27/03/2022,6,0.17,2,18,20,15,15,7
27/03/2022,7,0.37,5,28,34,5,21,10
27/03/2022,8,0.5,14,29,44,6,31,14
27/03/2022,9,0.54,18,29,47,16,46,22
27/03/2022,10,0.45,8,26,34,31,51,25
27/03/2022,11,0.27,3,18,22,50,47,22
27/03/2022,12,0.14,1,11,12,64,38,16
27/03/2022,13,0.05,1,7,8,69,32,13
27/03/2022,14,0.08,1,8,9,82,38,19
27/03/2022,15,0.12,1,10,10,95,41,21
27/03/2022,16,0.12,0,9,10,94,40,19
27/03/2022,17,0.1,0,9,9,92,38,18
27/03/2022,18,0.08,0,9,9,80,36,17
27/03/2022,19,0.09,0,9,10,69,34,15
27/03/2022,20,0.37,1,21,21,53,62,27
27/03/2022,21,0.25,1,23,24,35,57,17
27/03/2022,22,0.3,1,28,29,25,38,15
27/03/2022,23,0.34,1,31,33,20,27,8
27/03/2022,24,0.32,1,23,24,23,34,15
28/03/2022,1,-99,-99,-99,-99,-99,30,14
28/03/2022,2,-99,-99,-99,-99,-99,25,11
28/03/2022,3,-99,-99,-99,-99,-99,23,11
28/03/2022,4,0.05,0,9,9,37,22,12
28/03/2022,5,0.03,0,8,8,38,19,10
28/03/2022,6,0.09,0,8,8,39,22,12
28/03/2022,7,0.35,5,27,32,17,28,15
28/03/2022,8,0.58,23,40,63,6,36,16
28/03/2022,9,0.49,18,38,56,18,39,19
28/03/2022,10,0.47,10,33,43,31,48,22
28/03/2022,11,0.67,10,44,54,40,73,30
28/03/2022,12,0.38,5,32,37,55,62,24
28/03/2022,13,0.2,2,19,21,67,64,24
28/03/2022,14,0.11,1,12,14,73,-99,-99
28/03/2022,15,0.15,1,11,12,83,-99,-99
28/03/2022,16,0.13,1,11,11,91,-99,-99
28/03/2022,17,0.16,0,11,12,93,-99,-99
28/03/2022,18,0.18,1,13,14,88,46,23
28/03/2022,19,0.26,1,19,19,75,55,26
28/03/2022,20,0.39,1,27,28,52,52,24
28/03/2022,21,0.37,1,26,27,46,45,21
28/03/2022,22,0.33,1,23,23,46,44,20
28/03/2022,23,0.27,1,18,19,40,44,22
28/03/2022,24,0.31,1,23,24,30,46,27
29/03/2022,1,0.25,1,20,21,31,44,26
29/03/2022,2,0.16,1,10,11,39,37,22
29/03/2022,3,0.16,0,8,8,41,35,20
29/03/2022,4,0.12,1,8,8,40,34,19
29/03/2022,5,0.19,0,8,9,37,33,20
29/03/2022,6,0.17,1,11,12,31,30,18
29/03/2022,7,0.46,6,36,42,5,39,22
29/03/2022,8,0.7,23,41,64,5,45,23
29/03/2022,9,0.5,13,34,48,19,52,27
29/03/2022,10,0.46,7,30,37,35,53,24
29/03/2022,11,0.51,5,32,37,50,60,31
29/03/2022,12,0.36,2,24,26,69,50,24
29/03/2022,13,0.33,1,19,20,91,53,26
29/03/2022,14,0.36,1,18,18,112,67,29
29/03/2022,15,0.33,1,15,16,123,65,38
29/03/2022,16,0.3,1,14,14,128,57,33
29/03/2022,17,0.23,1,12,13,104,62,32
29/03/2022,18,0.18,1,9,10,65,66,23
29/03/2022,19,0.13,1,7,8,59,55,16
29/03/2022,20,0.14,0,9,9,51,49,21
29/03/2022,21,0.27,2,20,22,38,40,19
29/03/2022,22,0.51,2,33,35,21,37,16
29/03/2022,23,0.46,1,30,31,22,37,19
29/03/2022,24,0.56,3,35,38,13,44,25
30/03/2022,1,0.75,6,48,54,2,36,17
30/03/2022,2,0.75,8,48,56,1,47,26
30/03/2022,3,0.63,4,44,48,4,39,20
30/03/2022,4,0.56,3,39,41,5,37,21
30/03/2022,5,0.29,1,20,21,24,33,19
30/03/2022,6,0.24,1,21,22,23,33,19
30/03/2022,7,0.41,5,37,42,9,39,21
30/03/2022,8,0.91,39,50,89,4,55,24
30/03/2022,9,0.78,30,48,78,16,55,24
30/03/2022,10,0.31,4,21,24,49,47,22
30/03/2022,11,0.25,2,17,20,60,48,22
30/03/2022,12,0.05,1,9,10,62,40,8
30/03/2022,13,0.02,1,6,7,61,38,10
30/03/2022,14,0.02,1,6,7,63,43,13
30/03/2022,15,0.03,1,6,7,64,39,9
30/03/2022,16,0,1,5,6,60,41,11
30/03/2022,17,0.07,0,6,6,64,51,16
30/03/2022,18,0.07,1,9,9,54,44,13
30/03/2022,19,0.12,1,8,9,51,45,15
30/03/2022,20,0.22,1,13,14,41,41,16
30/03/2022,21,0.35,1,24,25,27,46,19
30/03/2022,22,0.65,2,35,37,15,40,18
30/03/2022,23,0.47,2,27,29,16,35,16
30/03/2022,24,0.45,2,29,31,11,36,18
31/03/2022,1,0.3,2,23,25,17,31,16
31/03/2022,2,0.76,18,40,58,3,40,18
31/03/2022,3,0.16,1,16,17,21,29,12
31/03/2022,4,0.24,2,21,23,15,34,19
31/03/2022,5,0.44,3,32,36,4,37,20
31/03/2022,6,0.45,10,32,42,1,36,21
31/03/2022,7,0.67,34,32,66,1,34,18
31/03/2022,8,0.85,49,36,85,3,43,21
31/03/2022,9,0.66,27,37,65,13,46,19
31/03/2022,10,0.55,9,32,41,32,53,27
31/03/2022,11,0.4,4,26,30,52,54,29
31/03/2022,12,0.36,2,20,22,74,51,23
31/03/2022,13,0.24,1,14,15,85,50,18
31/03/2022,14,0.13,1,9,9,79,56,15
31/03/2022,15,0.13,1,9,10,68,77,13
31/03/2022,16,0.12,1,8,9,60,59,20
31/03/2022,17,0.14,1,8,9,65,53,21
31/03/2022,18,0.14,1,8,8,63,56,21
31/03/2022,19,0.16,1,8,9,55,50,21
31/03/2022,20,0.23,1,10,11,48,47,24
31/03/2022,21,0.2,1,10,11,46,38,18
31/03/2022,22,0.46,2,29,31,24,44,25
31/03/2022,23,0.61,4,41,45,11,39,19
31/03/2022,24,0.33,1,19,20,28,34,15
01/04/2022,1,0.22,1,14,15,28,26,11
01/04/2022,2,0.23,1,16,17,24,28,16
01/04/2022,3,0.17,1,13,14,24,31,19
01/04/2022,4,0.09,1,12,13,21,17,9
01/04/2022,5,0.09,1,8,9,23,20,11
01/04/2022,6,0.21,1,14,14,18,22,12
01/04/2022,7,0.21,3,23,26,11,22,12
01/04/2022,8,0.77,38,33,70,5,42,18
01/04/2022,9,0.66,19,37,55,16,48,24
01/04/2022,10,0.63,11,40,51,32,58,35
01/04/2022,11,0.43,4,24,27,56,55,35
01/04/2022,12,0.32,1,16,18,72,52,26
01/04/2022,13,0.2,1,12,13,74,41,16
01/04/2022,14,0.19,1,10,11,72,63,25
01/04/2022,15,0.26,1,10,11,71,74,35
01/04/2022,16,0.41,1,10,10,76,107,61
01/04/2022,17,0.52,1,11,12,69,103,62
01/04/2022,18,0.19,1,9,10,53,61,23
01/04/2022,19,0.14,1,7,8,48,49,17
01/04/2022,20,0.18,1,10,11,39,36,13
01/04/2022,21,0.24,1,15,16,31,37,14
01/04/2022,22,0.52,2,25,26,22,45,24
01/04/2022,23,0.69,2,30,32,16,60,37
01/04/2022,24,0.67,2,32,34,13,51,29
02/04/2022,1,0.46,2,29,31,14,49,25
02/04/2022,2,0.34,1,19,20,20,32,15
02/04/2022,3,0.17,1,11,11,26,22,9
02/04/2022,4,0.17,1,12,12,23,29,16
02/04/2022,5,0.34,4,24,28,10,32,17
02/04/2022,6,0.39,8,31,39,3,32,18
02/04/2022,7,0.22,2,19,21,16,23,12
02/04/2022,8,0.58,26,30,56,8,34,15
02/04/2022,9,0.8,42,46,87,8,50,21
02/04/2022,10,0.5,9,33,42,35,48,23
02/04/2022,11,0.28,3,20,23,54,43,23
02/04/2022,12,0.18,1,13,15,70,36,19
02/04/2022,13,0.2,1,12,13,83,50,26
02/04/2022,14,0.15,1,12,13,83,47,28
02/04/2022,15,0.18,1,12,13,97,39,24
02/04/2022,16,0.25,1,13,13,117,74,35
02/04/2022,17,0.27,0,13,14,126,62,37
02/04/2022,18,0.37,1,12,13,106,69,45
02/04/2022,19,0.31,1,11,11,75,62,35
02/04/2022,20,0.25,1,11,12,62,43,20
02/04/2022,21,0.43,1,25,26,44,54,31
02/04/2022,22,0.48,1,25,26,44,43,22
02/04/2022,23,0.33,1,19,19,46,37,20
02/04/2022,24,0.63,1,19,19,42,40,22
03/04/2022,1,-99,-99,-99,-99,-99,31,16
03/04/2022,2,-99,-99,-99,-99,-99,28,15
03/04/2022,3,-99,-99,-99,-99,-99,28,15
03/04/2022,4,0.34,1,16,17,28,31,19
03/04/2022,5,0.25,1,16,17,25,36,22
03/04/2022,6,0.29,1,15,16,25,35,21
03/04/2022,7,0.33,2,19,20,19,35,21
03/04/2022,8,0.65,16,32,48,13,45,25
03/04/2022,9,0.56,7,26,34,26,58,36
03/04/2022,10,0.55,4,25,29,42,62,38
03/04/2022,11,0.45,2,22,25,60,59,35
03/04/2022,12,0.22,2,16,17,66,38,20
03/04/2022,13,0.15,1,12,13,78,42,24
03/04/2022,14,0.18,0,11,12,94,54,32
03/04/2022,15,0.18,0,10,10,101,52,30
03/04/2022,16,0.16,0,9,10,101,41,21
03/04/2022,17,0.28,0,9,10,93,75,41
03/04/2022,18,0.33,1,10,11,82,69,32
03/04/2022,19,0.28,1,9,9,68,61,28
03/04/2022,20,0.26,0,9,9,63,47,24
03/04/2022,21,0.31,1,12,12,55,47,29
03/04/2022,22,0.33,1,15,16,45,32,17
03/04/2022,23,0.45,1,22,23,34,35,21
03/04/2022,24,0.49,1,26,28,23,42,27
04/04/2022,1,0.33,1,15,16,31,47,33
04/04/2022,2,0.27,1,9,10,33,36,25
04/04/2022,3,0.31,1,16,17,20,42,29
04/04/2022,4,0.25,1,17,18,19,36,25
04/04/2022,5,0.26,2,19,21,14,37,26
04/04/2022,6,0.45,4,28,32,7,42,29
04/04/2022,7,0.85,29,38,67,1,58,33
04/04/2022,8,1.47,79,42,121,2,76,35
04/04/2022,9,0.82,19,37,56,16,61,31
04/04/2022,10,0.5,5,25,30,39,64,34
04/04/2022,11,0.47,3,24,27,53,51,24
04/04/2022,12,0.47,2,24,26,72,51,26
04/04/2022,13,0.33,1,14,15,91,58,27
04/04/2022,14,0.32,1,11,12,95,74,35
04/04/2022,15,0.28,1,9,9,79,80,31
04/04/2022,16,0.21,1,8,9,65,76,25
04/04/2022,17,0.14,1,6,6,56,65,18
04/04/2022,18,0.15,1,6,6,54,67,18
04/04/2022,19,0.11,0,6,6,52,51,18
04/04/2022,20,0.16,1,9,9,44,37,15
04/04/2022,21,0.18,1,12,13,37,40,19
04/04/2022,22,0.15,1,12,12,34,41,23
04/04/2022,23,0.17,1,13,14,29,40,23
04/04/2022,24,0.12,1,13,13,29,36,21
05/04/2022,1,0.15,1,13,14,28,27,15
05/04/2022,2,0.15,1,15,15,24,21,11
05/04/2022,3,0.07,1,8,9,34,23,10
05/04/2022,4,0.1,1,9,10,30,32,19
05/04/2022,5,0.22,1,21,23,13,30,17
05/04/2022,6,0.33,4,31,35,9,34,19
05/04/2022,7,0.59,6,34,41,10,45,24
05/04/2022,8,0.93,35,39,74,8,56,23
05/04/2022,9,0.97,40,45,84,11,51,21
05/04/2022,10,0.49,8,29,37,34,56,25
05/04/2022,11,0.43,5,24,29,47,41,17
05/04/2022,12,0.38,2,20,22,72,58,31
05/04/2022,13,0.14,1,8,9,62,50,20
05/04/2022,14,0.11,1,5,6,51,55,17
05/04/2022,15,0.19,1,6,7,58,71,32
05/04/2022,16,0.2,1,7,7,63,68,33
05/04/2022,17,0.32,1,7,8,64,83,50
05/04/2022,18,0.39,1,8,8,55,81,51
05/04/2022,19,0.29,1,10,11,46,57,33
05/04/2022,20,0.19,1,10,11,43,37,16
05/04/2022,21,0.16,1,9,10,43,36,22
05/04/2022,22,0.22,0,11,11,38,30,18
05/04/2022,23,0.36,1,24,25,21,28,14
05/04/2022,24,0.42,2,31,33,13,28,13
06/04/2022,1,0.34,1,20,21,21,29,16
06/04/2022,2,0.22,1,8,8,31,32,19
06/04/2022,3,0.2,0,6,7,32,41,27
06/04/2022,4,0.2,1,6,7,33,43,30
06/04/2022,5,0.17,0,7,7,32,33,22
06/04/2022,6,0.33,2,19,21,18,46,31
06/04/2022,7,0.59,6,35,41,6,57,31
06/04/2022,8,0.68,17,34,52,8,56,27
06/04/2022,9,0.87,26,48,74,12,57,31
06/04/2022,10,0.77,18,49,66,26,71,39
06/04/2022,11,0.6,7,38,44,47,58,31
06/04/2022,12,0.46,3,28,31,66,58,34
06/04/2022,13,0.36,2,20,22,80,54,32
06/04/2022,14,0.3,1,15,16,92,56,35
06/04/2022,15,0.32,1,14,15,114,62,41
06/04/2022,16,0.36,1,16,17,122,72,46
06/04/2022,17,0.34,1,13,14,119,74,46
06/04/2022,18,0.38,0,15,16,114,74,45
06/04/2022,19,0.31,1,12,12,66,68,35
06/04/2022,20,0.35,1,19,20,48,53,25
06/04/2022,21,0.36,1,22,23,45,61,30
06/04/2022,22,0.4,1,25,26,40,66,30
06/04/2022,23,0.4,1,27,28,33,75,34
06/04/2022,24,0.37,1,22,23,32,79,35
07/04/2022,1,0.32,1,17,18,33,63,32
07/04/2022,2,0.24,1,15,16,35,55,31
07/04/2022,3,0.09,0,8,9,48,48,28
07/04/2022,4,0.07,0,9,9,46,34,17
07/04/2022,5,0.08,0,12,12,42,38,20
07/04/2022,6,0.19,1,22,23,33,35,16
07/04/2022,7,0.36,2,36,39,22,48,22
07/04/2022,8,0.3,3,25,28,31,60,29
07/04/2022,9,0.35,5,24,29,34,66,34
07/04/2022,10,0.33,4,22,25,44,77,39
07/04/2022,11,0.33,3,20,23,56,72,40
07/04/2022,12,0.36,2,21,23,74,84,47
07/04/2022,13,0.4,1,20,21,97,84,47
07/04/2022,14,0.42,1,19,19,116,99,59
07/04/2022,15,0.36,1,14,15,117,91,48
07/04/2022,16,0.37,1,14,15,119,84,41
07/04/2022,17,0.35,1,17,18,95,99,41
07/04/2022,18,0.33,1,21,22,55,133,25
07/04/2022,19,0.22,1,17,18,42,129,32
07/04/2022,20,0.21,1,17,18,36,107,29
07/04/2022,21,0.31,1,24,26,23,102,29
07/04/2022,22,0.28,1,23,24,20,92,29
07/04/2022,23,0.24,1,18,19,23,59,18
07/04/2022,24,0.22,1,17,18,21,57,19
08/04/2022,1,0.23,1,18,19,19,60,21
08/04/2022,2,0.23,1,19,20,18,59,24
08/04/2022,3,0.2,1,16,17,19,57,26
08/04/2022,4,0.19,1,16,17,18,55,27
08/04/2022,5,0.19,1,21,22,13,50,26
08/04/2022,6,0.3,3,33,36,5,50,26
08/04/2022,7,0.47,10,38,48,2,71,41
08/04/2022,8,0.67,25,38,62,3,72,41
08/04/2022,9,-99,-99,-99,-99,-99,-99,-99
08/04/2022,10,-99,-99,-99,-99,-99,88,50
08/04/2022,11,0.86,19,58,78,28,99,56
08/04/2022,12,0.87,10,60,71,51,113,67
08/04/2022,13,0.81,5,58,63,80,136,88
08/04/2022,14,0.66,2,45,47,102,121,72
08/04/2022,15,0.54,3,33,35,64,86,53
08/04/2022,16,0.2,1,18,19,57,49,32
08/04/2022,17,0.28,2,21,23,41,58,46
08/04/2022,18,0.35,2,24,26,44,49,42
08/04/2022,19,0.54,2,36,38,26,39,33
08/04/2022,20,0.57,3,38,41,15,38,32
08/04/2022,21,0.33,3,27,30,12,20,16
08/04/2022,22,0.73,10,44,54,2,33,25
08/04/2022,23,0.47,7,34,41,2,30,23
08/04/2022,24,0.13,3,18,21,10,21,16
09/04/2022,1,-99,-99,-99,-99,-99,23,18
09/04/2022,2,-99,-99,-99,-99,-99,34,25
09/04/2022,3,-99,-99,-99,-99,-99,28,21
09/04/2022,4,0.29,2,12,14,9,23,18
09/04/2022,5,0.28,1,11,13,9,22,17
09/04/2022,6,0.34,3,17,20,5,29,22
09/04/2022,7,0.52,12,23,36,1,34,23
09/04/2022,8,0.82,29,29,58,3,46,31
09/04/2022,9,0.95,32,44,76,9,78,48
09/04/2022,10,0.92,20,52,72,23,92,62
09/04/2022,11,0.85,12,56,68,40,90,62
09/04/2022,12,0.56,6,43,49,61,80,55
09/04/2022,13,0.38,2,24,26,85,65,46
09/04/2022,14,0.24,1,13,14,90,52,36
09/04/2022,15,0.35,1,16,17,81,54,37
09/04/2022,16,0.3,1,16,18,71,53,42
09/04/2022,17,0.38,1,20,21,76,53,44
09/04/2022,18,0.36,1,18,19,57,42,37
09/04/2022,19,0.29,1,14,15,49,26,23
09/04/2022,20,0.22,1,12,13,41,12,9
09/04/2022,21,0.36,1,21,22,26,16,13
09/04/2022,22,0.48,1,24,25,19,24,20
09/04/2022,23,0.58,2,31,33,10,27,21
09/04/2022,24,0.41,3,23,26,8,22,17
10/04/2022,1,0.5,6,24,30,2,21,16
10/04/2022,2,0.44,4,21,25,4,17,12
10/04/2022,3,0.33,3,17,20,4,18,14
10/04/2022,4,0.25,1,13,14,9,21,17
10/04/2022,5,0.27,3,16,19,4,24,19
10/04/2022,6,0.43,4,19,22,1,27,22
10/04/2022,7,0.6,10,21,31,0,25,19
10/04/2022,8,0.85,34,26,61,3,28,19
10/04/2022,9,0.55,12,25,37,22,38,30
10/04/2022,10,0.39,4,18,23,41,35,28
10/04/2022,11,0.19,2,10,11,56,31,23
10/04/2022,12,0.1,1,6,7,62,24,17
10/04/2022,13,0.08,1,5,6,68,24,17
10/04/2022,14,0.14,1,6,7,73,34,23
10/04/2022,15,0.12,1,6,7,59,27,18
10/04/2022,16,0.13,1,6,6,63,40,29
10/04/2022,17,0.08,0,5,5,53,23,16
10/04/2022,18,0.09,1,5,6,50,13,8
10/04/2022,19,0.06,1,6,6,44,20,16
10/04/2022,20,-99,-99,-99,-99,-99,-99,-99
10/04/2022,21,0.33,1,21,22,-99,26,18
10/04/2022,22,0.12,1,8,9,-99,18,14
10/04/2022,23,0.09,1,9,9,-99,13,9
10/04/2022,24,0.15,1,10,11,-99,17,13
11/04/2022,1,0.11,0,5,5,-99,21,16
11/04/2022,2,0.14,1,5,6,-99,21,16
11/04/2022,3,0.12,1,5,5,-99,20,16
11/04/2022,4,0.1,1,5,6,-99,19,15
11/04/2022,5,0.16,1,7,8,-99,21,16
11/04/2022,6,0.26,3,14,17,-99,23,17
11/04/2022,7,0.34,5,23,28,-99,27,18
11/04/2022,8,0.77,39,29,68,-99,35,21
11/04/2022,9,-99,-99,-99,-99,-99,-99,-99
11/04/2022,10,-99,-99,-99,-99,-99,-99,-99
11/04/2022,11,-99,-99,-99,-99,-99,-99,-99
11/04/2022,12,-99,-99,-99,-99,-99,-99,-99
11/04/2022,13,-99,-99,-99,-99,-99,-99,-99
11/04/2022,14,-99,-99,-99,-99,-99,36,24
11/04/2022,15,0.12,1,8,9,69,47,27
11/04/2022,16,0.1,1,8,9,54,47,29
11/04/2022,17,0.15,1,11,12,45,35,19
11/04/2022,18,0.19,1,12,14,37,25,13
11/04/2022,19,0.1,1,9,9,38,22,12
11/04/2022,20,0.03,1,8,9,31,23,14
11/04/2022,21,0.09,1,14,15,25,20,13
11/04/2022,22,0.37,5,32,37,6,21,13
11/04/2022,23,0.26,3,22,24,12,19,12
11/04/2022,24,0.25,2,16,18,18,20,14
12/04/2022,1,0.17,1,11,11,22,23,15
12/04/2022,2,0.17,1,13,14,18,28,21
12/04/2022,3,0.23,1,18,20,13,23,16
12/04/2022,4,0.29,2,22,24,7,32,23
12/04/2022,5,0.32,1,19,20,8,31,22
12/04/2022,6,0.28,2,21,23,8,30,21
12/04/2022,7,0.38,5,26,30,5,37,23
12/04/2022,8,0.75,36,35,71,3,49,27
12/04/2022,9,0.57,20,33,53,13,48,27
12/04/2022,10,0.35,6,22,28,33,39,24
12/04/2022,11,0.19,2,12,14,51,37,24
12/04/2022,12,0.23,1,11,12,65,39,25
12/04/2022,13,0.29,1,10,10,72,30,18
12/04/2022,14,0.2,1,9,10,70,37,24
12/04/2022,15,0.14,1,7,8,63,35,22
12/04/2022,16,0.11,1,7,8,53,31,17
12/04/2022,17,0.09,1,5,6,50,32,16
12/04/2022,18,0.1,1,5,6,47,27,14
12/04/2022,19,0.1,1,5,6,47,29,17
12/04/2022,20,0.09,0,4,5,43,25,15
12/04/2022,21,0.19,1,14,15,27,29,15
12/04/2022,22,0.1,1,9,10,30,29,17
12/04/2022,23,0.07,1,8,9,31,24,13
12/04/2022,24,0.06,1,8,9,30,19,12
13/04/2022,1,0.24,1,15,15,20,20,13
13/04/2022,2,0.23,1,16,16,18,23,16
13/04/2022,3,0.2,1,9,10,21,17,12
13/04/2022,4,0.08,1,10,11,20,18,13
13/04/2022,5,0.06,1,7,8,23,17,12
13/04/2022,6,0.18,2,17,19,15,24,15
13/04/2022,7,0.45,17,30,47,4,24,12
13/04/2022,8,0.68,41,34,75,5,37,18
13/04/2022,9,0.5,23,33,55,14,-99,-99
13/04/2022,10,-99,-99,-99,-99,-99,-99,-99
13/04/2022,11,-99,-99,-99,-99,-99,-99,-99
13/04/2022,12,-99,-99,-99,-99,-99,-99,-99
13/04/2022,13,-99,-99,-99,-99,-99,-99,-99
13/04/2022,14,0.16,1,11,12,100,-99,-99
13/04/2022,15,0.14,0,10,10,111,-99,-99
13/04/2022,16,0.11,0,8,8,106,-99,-99
13/04/2022,17,0.11,0,8,8,102,-99,-99
13/04/2022,18,0.23,0,17,17,107,-99,-99
13/04/2022,19,0.15,0,15,15,63,-99,-99
13/04/2022,20,0.11,0,14,14,45,-99,-99
13/04/2022,21,0.09,0,13,14,41,-99,-99
13/04/2022,22,0.08,0,12,12,37,-99,-99
13/04/2022,23,0.15,1,18,19,27,-99,-99
13/04/2022,24,0.08,0,15,15,28,-99,-99
14/04/2022,1,0.17,1,17,18,22,-99,-99
14/04/2022,2,0.15,0,13,14,25,-99,-99
14/04/2022,3,0.18,1,18,18,20,-99,-99
14/04/2022,4,0.08,0,9,10,28,-99,-99
14/04/2022,5,0.11,1,18,19,17,-99,-99
14/04/2022,6,0.14,1,19,20,16,-99,-99
14/04/2022,7,0.31,9,29,39,5,-99,-99
14/04/2022,8,0.47,24,31,55,7,-99,-99
14/04/2022,9,0.46,20,37,56,16,-99,-99
14/04/2022,10,0.38,11,33,44,33,-99,-99
14/04/2022,11,0.35,6,30,36,52,-99,-99
14/04/2022,12,0.23,2,17,19,83,-99,-99
14/04/2022,13,0.21,1,13,14,108,-99,-99
14/04/2022,14,0.23,0,12,12,133,-99,-99
14/04/2022,15,0.22,0,11,11,141,-99,-99
14/04/2022,16,0.22,0,11,11,145,-99,-99
14/04/2022,17,0.26,0,14,14,150,-99,-99
14/04/2022,18,0.23,0,14,14,124,-99,-99
14/04/2022,19,0.23,0,17,17,85,-99,-99
14/04/2022,20,0.23,0,18,18,61,-99,-99
14/04/2022,21,0.17,0,15,15,39,-99,-99
14/04/2022,22,0.16,0,13,13,39,-99,-99
14/04/2022,23,0.16,0,13,13,36,-99,-99
14/04/2022,24,0.24,1,15,16,26,-99,-99
15/04/2022,1,-99,-99,-99,-99,-99,-99,-99
15/04/2022,2,-99,-99,-99,-99,-99,-99,-99
15/04/2022,3,-99,-99,-99,-99,-99,-99,-99
15/04/2022,4,0.28,1,16,18,19,-99,-99
15/04/2022,5,0.24,1,13,14,21,-99,-99
15/04/2022,6,0.22,1,10,11,23,-99,-99
15/04/2022,7,0.29,1,16,18,17,-99,-99
15/04/2022,8,0.28,2,13,15,24,-99,-99
15/04/2022,9,0.4,8,24,32,28,-99,-99
15/04/2022,10,0.46,6,26,32,42,-99,-99
15/04/2022,11,0.35,2,17,20,66,-99,-99
